 ,Label,Area,Perim.,Angle,Length
1,VIBCAS_GR_3_1_P14.jpg,13.381,16.617,0,0
2,VIBCAS_GR_3_2_P14.jpg,17.036,20.147,0,0
3,VIBCAS_GR_5_1_P8.jpg,35.668,28.168,0,0
4,VIBCAS_GR_5_2_P8.jpg,25.722,22.23,0,0
5,VIBCAS_GR_9_1_P4.jpg,34.977,26.504,0,0
6,VIBCAS_GR_9_2_P4.jpg,33.316,25.061,0,0
7,VIBCAS_GR_10_1_P4.jpg,21.863,19.227,0,0
8,VIBCAS_GR_10_2_P4.jpg,37.31,25.863,0,0
10,VIBCAS_GR_10_1_P11.jpg,25.611,22.196,0,0
11,VIBCAS_GR_10_2_P11.jpg,27.1,22.033,0,0
12,VIBCAS_GR_12A_1_P4.jpg,41.91,27.705,0,0
13,VIBCAS_GR_12A_2_P4.jpg,42.098,26.39,0,0
14,VIBCAS_GR_12A_1_P8.jpg,30.23,23.217,0,0
15,VIBCAS_GR_12A_2_P8.jpg,33.092,24.328,0,0
16,VIBCAS_GR_12B_1_P4.jpg,28.506,22.69,0,0
17,VIBCAS_GR_12B_2_P4.jpg,35.451,25.965,0,0
18,VIBCAS_GR_12B_1_P8.jpg,28.495,22.884,0,0
19,VIBCAS_GR_12B_2_P8.jpg,39.563,27.903,0,0
20,VIBCAS_HF_7_1_P14.jpg,22.167,19.504,0,0
21,VIBCAS_HF_7_2_P14.jpg,28.415,22.209,0,0
22,VIBCAS_SH_1_1_P4.jpg,34.533,24.295,0,0
23,VIBCAS_SH_1_2_P4.jpg,38.513,26.226,0,0
24,VIBCAS_SH_1_1_P8.jpg,11.624,14.477,0,0
25,VIBCAS_SH_1_2_P8.jpg,16.882,17.594,0,0
26,VIBCAS_SH_1B_1_P8.jpg,20.817,18.303,0,0
27,VIBCAS_SH_1B_2_P8.jpg,42.081,27.453,0,0
28,VIBCAS_SH_5_1_P4.jpg,21.581,20.032,0,0
29,VIBCAS_SH_5_2_P4.jpg,41.66,26.774,0,0
30,VIBCAS_SH_5A_1_P8.jpg,25.641,20.339,0,0
31,VIBCAS_SH_5A_2_P8.jpg,19.473,18.861,0,0
32,VIBCAS_SH_5B_1_P8.jpg,39.141,27.994,0,0
33,VIBCAS_SH_5B_2_P8.jpg,31.444,24.02,0,0
34,VIBCAS_SH_5C_1_P8.jpg,30.797,23.888,0,0
35,VIBCAS_SH_5C_2_P8.jpg,25.668,21.125,0,0
36,VIBCAS_SH_9_1_P11.jpg,8.827,11.919,0,0
37,VIBCAS_SH_9_2_P11.jpg,14.754,16.325,0,0
38,VIBCAS_WM_4_1_P4.jpg,24.272,21.584,0,0
39,VIBCAS_WM_4_2_P4.jpg,35.397,24.69,0,0
40,VIBCAS_WM_4_1_P8.jpg,34.295,27.158,0,0
41,VIBCAS_WM_4_2_P8.jpg,37.178,29.595,0,0
42,VIBCAS_WM_4_1_P11.jpg,19.787,19.27,0,0
43,VIBCAS_WM_4_2_P11.jpg,22.396,19.148,0,0
44,VIBCAS_WM_7_1_P14.jpg,5.076,9.347,0,0
45,VIBCAS_WM_7_2_P14.jpg,6.699,10.963,0,0
46,VIBCAS_WM_9A_1_P8.jpg,25.107,20.99,0,0
47,VIBCAS_WM_9A_2_P8.jpg,31.551,25.014,0,0
48,VIBCAS_WM_9A_1_P11.jpg,23.208,20.452,0,0
49,VIBCAS_WM_9A_2_P11.jpg,34.344,24.275,0,0
50,VIBCAS_WM_9B_1_P8.jpg,35.028,25.07,0,0
51,VIBCAS_WM_9B_2_P8.jpg,24.577,19.775,0,0
52,VIBCAS_WM_9B_1_P11.jpg,17.03,16.995,0,0
53,VIBCAS_WM_9B_2_P11.jpg,21.089,19.627,0,0
54,VIBCAS_WM_10_1_P11.jpg,16.271,18.682,0,0
55,VIBCAS_WM_10_2_P11.jpg,19.992,18.899,0,0
