 ,Label,Area,Perim.,Angle,Length
43,SORAME_GR_9C_1_P7.jpg,0.019,0.626,0,0
44,SORAME_GR_9C_2_P7.jpg,49.799,111.64,130.397,0
45,SORAME_GR_9C_2_P7.jpg,0.353,3.812,0,0
46,SORAME_GR_9C_2_P7.jpg,0.198,2.479,0,0
47,SORAME_GR_9C_2_P7.jpg,0.157,2.081,0,0
48,SORAME_GR_9C_2_P7.jpg,0.291,3.328,0,0
49,SORAME_GR_9C_2_P7.jpg,0.184,2.582,0,0
50,SORAME_GR_9C_2_P7.jpg,0.194,2.866,0,0
51,SORAME_GR_9C_2_P7.jpg,0.066,1.609,0,0
52,SORAME_GR_9D_1_P7.jpg,54.997,159.259,160.767,0
53,SORAME_GR_9D_1_P7.jpg,0.065,1.508,0,0
54,SORAME_GR_9D_2_P7.jpg,34.403,90.565,107.825,0
55,SORAME_GR_9D_2_P7.jpg,0.427,4.261,0,0
56,SORAME_GR_9D_2_P7.jpg,0.231,2.798,0,0
57,SORAME_GR_9D_2_P7.jpg,0.229,2.545,0,0
58,SORAME_GR_9D_2_P7.jpg,0.254,3.236,0,0
59,SORAME_GR_9D_2_P7.jpg,0.234,2.793,0,0
60,SORAME_GR_9D_2_P7.jpg,0.027,0.845,0,0
61,SORAME_GR_9D_2_P7.jpg,0.031,0.782,0,0
62,SORAME_SH_1A_1_P13.jpg,64.626,141.815,168.394,0
63,SORAME_SH_1A_1_P13.jpg,0.146,2.444,0,0
64,SORAME_SH_1A_1_P13.jpg,0.316,4.046,0,0
65,SORAME_SH_1A_1_P13.jpg,0.355,4.228,0,0
66,SORAME_SH_1A_1_P13.jpg,0.421,4.54,0,0
67,SORAME_SH_1A_1_P13.jpg,0.467,4.423,0,0
68,SORAME_SH_1A_1_P13.jpg,0.314,3.417,0,0
69,SORAME_SH_1A_1_P13.jpg,0.321,3.481,0,0
70,SORAME_SH_1A_2_P13.jpg,46.425,144.091,148.207,0
71,SORAME_SH_1A_2_P13.jpg,0.336,4.116,0,0
73,SORAME_SH_1B_1_P13.jpg,104.49,189.529,211.38,0
74,SORAME_SH_1B_1_P13.jpg,0.275,2.903,0,0
75,SORAME_SH_1B_1_P13.jpg,0.227,2.504,0,0
76,SORAME_SH_1B_1_P13.jpg,0.383,4.243,0,0
77,SORAME_SH_1B_1_P13.jpg,0.49,4.637,0,0
78,SORAME_SH_1B_1_P13.jpg,0.368,3.309,0,0
79,SORAME_SH_1B_1_P13.jpg,0.537,4.255,0,0
80,SORAME_SH_1B_2_P13.jpg,72.259,185.573,271.639,0
81,SORAME_SH_1B_2_P13.jpg,0.426,3.554,0,0
82,SORAME_SH_1B_2_P13.jpg,0.592,5.568,0,0
83,SORAME_SH_1B_2_P13.jpg,0.719,5.581,0,0
84,SORAME_SH_3_1_P13.jpg,24.5,63.92,0,0
85,SORAME_SH_3_1_P13.jpg,0.009,0.417,0,0
86,SORAME_SH_3_1_P13.jpg,0.026,0.747,0,0
87,SORAME_SH_3_1_P13.jpg,0.033,0.938,0,0
88,SORAME_SH_3_1_P13.jpg,0.104,1.808,0,0
89,SORAME_SH_3_1_P13.jpg,0.043,1.063,0,0
90,SORAME_SH_3_1_P13.jpg,0.203,2.47,0,0
92,SORAME_SH_3_2_P13.jpg,49.497,118.612,139.62,0
93,SORAME_SH_3_2_P13.jpg,0.014,0.603,0,0
94,SORAME_SH_3_2_P13.jpg,0.041,1.1,0,0
95,SORAME_SH_3_2_P13.jpg,0.122,2.518,0,0
96,SORAME_SH_3_2_P13.jpg,0.169,2.441,0,0
97,SORAME_SH_3_2_P13.jpg,0.213,3.084,0,0
98,SORAME_SH_3_2_P13.jpg,0.108,1.827,0,0
99,SORAME_SH_3_2_P13.jpg,0.265,3.407,0,0
100,SORAME_SH_3_2_P13.jpg,0.253,2.84,0,0
101,SORAME_SH_3_2_P13.jpg,0.32,3.188,0,0
102,SORAME_SH_3_1_P14.jpg,25.488,66.677,81.667,0
103,SORAME_SH_3_1_P14.jpg,0.016,1.19,0,0
104,SORAME_SH_3_1_P14.jpg,0.096,2.324,0,0
105,SORAME_SH_3_1_P14.jpg,0.033,1.038,0,0
106,SORAME_SH_3_1_P14.jpg,0.188,3.483,0,0
107,SORAME_SH_3_1_P14.jpg,0.179,2.658,0,0
108,SORAME_SH_3_1_P14.jpg,0.13,2.332,0,0
109,SORAME_SH_3_1_P14.jpg,0.127,1.965,0,0
110,SORAME_SH_3_2_P14.jpg,25.771,65.005,78.206,0
111,SORAME_SH_3_2_P14.jpg,0.022,0.771,0,0
112,SORAME_SH_3_2_P14.jpg,0.348,4.19,0,0
113,SORAME_SH_3_2_P14.jpg,0.174,2.1,0,0
114,SORAME_SH_3_2_P14.jpg,0.324,4.076,0,0
115,SORAME_SH_3_2_P14.jpg,0.13,2.064,0,0
116,SORAME_SH_3_1_P7.jpg,97.069,152.68,189.352,0
117,SORAME_SH_3_1_P7.jpg,0.107,2.481,0,0
118,SORAME_SH_3_1_P7.jpg,0.506,4.556,0,0
119,SORAME_SH_3_1_P7.jpg,0.334,3.965,0,0
120,SORAME_SH_3_1_P7.jpg,0.502,5.446,0,0
121,SORAME_SH_3_1_P7.jpg,0.379,3.744,0,0
122,SORAME_SH_3_1_P7.jpg,0.578,4.824,0,0
123,SORAME_SH_3_1_P7.jpg,0.347,3.29,0,0
124,SORAME_SH_3_1_P7.jpg,0.448,3.897,0,0
125,SORAME_SH_3_1_P7.jpg,0.544,4.469,0,0
126,SORAME_SH_3_2_P7.jpg,90.028,178.859,206.794,0
127,SORAME_SH_3_2_P7.jpg,0.659,6.031,0,0
128,SORAME_SH_3_2_P7.jpg,0.534,4.807,0,0
129,SORAME_SH_3_2_P7.jpg,0.442,4.459,0,0
130,SORAME_SH_3_2_P7.jpg,0.585,5.351,0,0
131,SORAME_SH_3_2_P7.jpg,0.5,4.542,0,0
132,SORAME_SH_3_2_P7.jpg,0.142,2.745,0,0
133,SORAME_SH_3A_1_P10.jpg,36.232,91.445,108.383,0
134,SORAME_SH_3A_1_P10.jpg,0.013,0.846,0,0
135,SORAME_SH_3A_1_P10.jpg,0.055,1.407,0,0
136,SORAME_SH_3A_1_P10.jpg,0.082,1.558,0,0
137,SORAME_SH_3A_1_P10.jpg,0.101,1.911,0,0
138,SORAME_SH_3A_1_P10.jpg,0.051,1.134,0,0
139,SORAME_SH_3A_1_P10.jpg,0.139,2.156,0,0
140,SORAME_SH_3A_1_P10.jpg,0.146,2.296,0,0
141,SORAME_SH_3A_1_P10.jpg,0.165,2.39,0,0
142,SORAME_SH_3A_1_P10.jpg,0.278,3.24,0,0
143,SORAME_SH_3A_2_P10.jpg,33.823,90.938,110.617,0
144,SORAME_SH_3A_2_P10.jpg,0.132,2.035,0,0
145,SORAME_SH_3A_2_P10.jpg,0.208,2.808,0,0
146,SORAME_SH_3A_2_P10.jpg,0.391,4.093,0,0
147,SORAME_SH_3A_2_P10.jpg,0.308,3.01,0,0
148,SORAME_SH_3A_2_P10.jpg,0.401,4.337,0,0
149,SORAME_SH_3A_2_P10.jpg,0.333,3.396,0,0
150,SORAME_SH_3B_1_P10.jpg,58.933,176.331,194.97,0
151,SORAME_SH_3B_1_P10.jpg,0.183,3.669,0,0
152,SORAME_SH_3B_1_P10.jpg,0.192,2.773,0,0
153,SORAME_SH_3B_1_P10.jpg,0.297,3.784,0,0
154,SORAME_SH_3B_1_P10.jpg,0.388,3.698,0,0
155,SORAME_SH_3B_1_P10.jpg,0.517,4.715,0,0
156,SORAME_SH_3B_2_P10.jpg,57.483,125.796,163.559,0
157,SORAME_SH_3B_2_P10.jpg,0.026,1.348,0,0
158,SORAME_SH_3B_2_P10.jpg,0.222,2.994,0,0
159,SORAME_SH_3B_2_P10.jpg,0.336,3.336,0,0
160,SORAME_SH_3B_2_P10.jpg,0.308,3.715,0,0
161,SORAME_SH_3B_2_P10.jpg,0.135,2.811,0,0
162,SORAME_SH_3B_2_P10.jpg,0.456,3.998,0,0
163,SORAME_SH_3B_2_P10.jpg,0.549,4.833,0,0
164,SORAME_SH_3B_2_P10.jpg,0.06,1.494,0,0
165,SORAME_SH_3B_2_P10.jpg,0.429,3.66,0,0
166,SORAME_SH_3B_2_P10.jpg,0.614,5.374,0,0
167,SORAME_SH_3B_2_P10.jpg,0.54,4.2,0,0
